0,0,0,0,316.607,
163.51,24.3906,162.172,28.7566,4.56642,
162.172,28.7566,162.475,35.6793,6.92933,
162.475,35.6793,181.596,41.5436,20.0001,
181.596,41.5436,182.563,61.6017,20.0814,
182.563,61.6017,169.033,93.0901,34.2721,
169.033,93.0901,144.636,94.1651,24.4207,
144.636,94.1651,86.7783,93.071,57.868,
86.7783,93.071,56.7835,81.6616,32.0915,
56.7835,81.6616,68,55,28.9249,
68,55,87.0108,58.5298,19.3357,
87.0108,58.5298,85.4181,51.9107,6.80802,
85.4181,51.9107,89.882,34.5401,17.935,
89.882,34.5401,124.844,49.8534,38.1686,
124.844,49.8534,126.267,54.5805,4.93664,
126.267,54.5805,126.214,54.8435,0.268287,
